4.369723476352127496e-08,6.052311844016763915e-09,-5.950906101180198464e-08
1.769000783016136946e-01,9.289669803047447161e+00,1.037096240872919406e+00
5.283351926304490354e-01,2.498409320767719066e+01,2.806284787923928548e+00
9.510295218306855647e-01,4.188702273500150852e+01,4.723186856958710322e+00
1.417764221549298043e+00,5.912261803133170446e+01,6.699193960915200030e+00
1.958850883098202766e+00,7.645749052662939960e+01,8.722165108507448750e+00
2.526024204115159932e+00,9.384421281119691116e+01,1.077702017654325672e+01
3.078376985028792756e+00,1.112200299749308812e+02,1.287287663618392308e+01
3.620365402297466950e+00,1.285865634719454818e+02,1.499795637641464197e+01
4.168695930401759675e+00,1.459784489721213276e+02,1.716879893530269996e+01
4.694606969351114323e+00,1.632589057265485337e+02,1.937522642809488005e+01
5.198633915233650704e+00,1.804744233179217474e+02,2.157904443215521439e+01
5.714896792861236641e+00,1.976147741963176259e+02,2.378688586163098151e+01
6.220607935799747246e+00,2.144862791880484565e+02,2.595355531399134819e+01
6.593331431102135376e+00,2.300007809239624521e+02,2.870059516065060023e+01
7.077043019649281064e+00,2.420165196573901483e+02,2.843043952892911719e+01
6.815416461564162809e+00,2.526827631900351605e+02,2.509721433392031287e+01
5.666192820252535789e+00,2.618247161557603704e+02,1.887732038970537474e+01
3.432039968034699573e+00,2.687277293117386421e+02,1.021646077887743509e+01
-7.991607318576549599e-15,2.726987365764906599e+02,8.881803487979576159e-14
-4.498932450110440406e+00,2.733289301606425283e+02,-1.080904223753802640e+01
-9.942622430801261402e+00,2.705267180638558671e+02,-2.108352035291408555e+01
-1.606930299213718527e+01,2.645587731101480813e+02,-2.977824639831404596e+01
-2.252117187221179861e+01,2.560729328729718759e+02,-3.580711069896361920e+01
-2.891549164443566866e+01,2.458928838636401508e+02,-3.869577966437155681e+01
-3.495560415226303519e+01,2.349563005523943389e+02,-3.813070333043129523e+01
-4.040874323837214632e+01,2.243146501885478017e+02,-3.398060069973210773e+01
-4.502651268596243739e+01,2.150105726393452699e+02,-2.661295349313552094e+01
-4.869748869048321183e+01,2.079146991041274646e+02,-1.658680561552493771e+01
-5.133889353291254309e+01,2.037357672185706008e+02,-4.786992486874229513e+00
-5.301210802795003474e+01,2.028293815244519180e+02,7.895002392509781863e+00
-5.385300577476185424e+01,2.053977564112946368e+02,2.054688877763267740e+01
-5.407043721650607893e+01,2.113363776156503775e+02,3.211697876420245024e+01
-5.394310252084924429e+01,2.202087435331049505e+02,4.164984566294303647e+01
-5.374390553286183092e+01,2.313168316135671887e+02,4.839322324320702506e+01
-5.377113746815841466e+01,2.438262899757837943e+02,5.187695271027342869e+01
-5.429633651663998961e+01,2.567634209261509568e+02,5.184026028359934912e+01
-5.556186279176624510e+01,2.691097967296760771e+02,4.836426036548338914e+01
-5.774815784938278540e+01,2.799291290199375339e+02,4.179770763651838905e+01
-6.092083590637260215e+01,2.883782944161551995e+02,3.277685505893745699e+01
-6.505695948700824260e+01,2.938345735186501315e+02,2.212349174528379336e+01
-7.003903708094198066e+01,2.959098809753164119e+02,1.080622028580675575e+01
-7.575211802147744322e+01,2.945334178473100906e+02,-1.462994553808935061e-01
-8.194937508520912672e+01,2.899183265173450650e+02,-9.711385757905528493e+00
-8.838648669985002471e+01,2.825963826828987635e+02,-1.699409450889398343e+01
-9.473756095457150650e+01,2.733694101908438370e+02,-2.131794536225256920e+01
-1.007221454726486769e+02,2.631820214434010836e+02,-2.228848742591791421e+01
-1.061192683723283778e+02,2.530779268338530699e+02,-1.982147519447416428e+01
-1.107029706499378108e+02,2.440689111669919384e+02,-1.415088737895391446e+01
-1.143805637997479039e+02,2.370399814982552584e+02,-5.828419304650769739e+00
-1.173781438676747371e+02,2.323791573479685724e+02,4.648866912513086369e+00
-1.199102864028958635e+02,2.310114673473046878e+02,1.794752474285215982e+01
-1.227593230125075792e+02,2.301765731020382759e+02,3.432626093218098617e+01
-1.258651668253982052e+02,2.290735851387337050e+02,5.127110409698365601e+01
-1.290257579729845929e+02,2.279518735831760523e+02,6.837451858659562731e+01
-1.321947003579478235e+02,2.268047813139345692e+02,8.550572108600758270e+01
-1.353796687188890360e+02,2.256429976854144002e+02,1.026917875262332416e+02
-1.385657298788564731e+02,2.244820871822512629e+02,1.198354294973282066e+02
-1.417501087639855371e+02,2.233038200330981056e+02,1.369849998168359662e+02
-1.449269042656824524e+02,2.221208786660895669e+02,1.541065356858357234e+02
-1.480855221888880919e+02,2.209394013420246097e+02,1.711525007849108420e+02
-1.512414314205625203e+02,2.197715428307429022e+02,1.881981923259820348e+02
-1.542524046689362081e+02,2.186595134598359778e+02,2.044487431734322342e+02
-1.567117998110044823e+02,2.175325763643065784e+02,2.184797140146383754e+02
