86.403,62.775,-24.753
83.157,67.015,-17.023
79.704,71.088,-9.1243
76.051,74.983,-1.1341
72.209,78.689,6.8674
68.186,82.2,14.801
63.993,85.506,22.586
59.639,88.597,30.144
55.136,91.465,37.403
50.496,94.109,44.287
45.73,96.512,50.729
40.848,98.683,56.665
35.866,100.6,62.033
30.793,102.26,66.782
25.644,103.68,70.864
20.43,104.82,74.238
15.166,105.71,76.87
9.863,106.35,78.734
4.5353,106.7,79.811
-0.80337,106.8,80.091
-6.14,106.62,79.57
-11.461,106.19,78.255
-16.754,105.47,76.157
-22.004,104.51,73.3
-27.2,103.28,69.708
-32.328,101.79,65.421
-37.376,100.04,60.481
-42.328,98.051,54.935
-47.176,95.817,48.841
-51.907,93.334,42.259
-56.506,90.629,35.255
-60.965,87.69,27.899
-65.272,84.533,20.264
-69.415,81.165,12.425
-73.385,77.595,4.4634
-77.171,73.83,-3.5431
-80.765,69.881,-11.514
-84.157,65.757,-19.37
-87.337,61.469,-27.033
-90.299,57.027,-34.425
-93.041,52.442,-41.474
-95.541,47.727,-48.108
-97.811,42.892,-54.262
-99.831,37.95,-59.872
-101.6,32.913,-64.885
-103.12,27.794,-69.25
-104.38,22.605,-72.923
-105.38,17.36,-75.867
-106.11,12.072,-78.053
-106.59,6.7531,-79.459
-106.79,1.4176,-80.072
-106.73,-3.9214,-79.884
-106.4,-9.2507,-78.899
-105.8,-14.557,-77.124
-104.94,-19.827,-74.579
-103.82,-25.047,-71.289
-102.44,-30.205,-67.287
-100.8,-35.287,-62.612
-98.915,-40.281,-57.312
-96.779,-45.174,-51.439
-94.393,-49.954,-45.052
-91.786,-54.61,-38.215
-88.939,-59.128,-30.996
-85.873,-63.5,-23.468
-82.591,-67.712,-15.705
-79.104,-71.755,-7.785
-75.419,-75.619,0.2127
-71.545,-79.294,8.2083
-67.492,-82.771,16.121
-63.271,-86.041,23.874
-58.892,-89.098,31.389
-54.366,-91.928,38.589
-49.703,-94.527,45.403
-44.917,-96.894,51.764
-40.018,-99.021,57.608
-35.019,-100.9,62.877
-29.932,-102.52,67.516
-24.771,-103.89,71.482
-19.548,-104.99,74.733
-14.276,-105.84,77.238
-8.9685,-106.43,78.971
-3.6381,-106.74,79.914
1.7012,-106.78,80.059
7.0362,-106.57,79.405
12.353,-106.08,77.957
17.64,-105.33,75.729
22.883,-104.32,72.746
28.068,-103.04,69.036
33.183,-101.51,64.635
38.215,-99.724,59.589
43.152,-97.695,53.947
47.98,-95.417,47.767
52.689,-92.898,41.109
57.266,-90.148,34.041
61.7,-87.174,26.632
65.98,-83.981,18.957
70.095,-80.579,11.093
74.035,-76.975,3.1181
77.79,-73.178,-4.8881
81.35,-69.199,-12.845
84.706,-65.047,-20.675
87.851,-60.732,-28.297
90.78,-56.266,-35.636
93.477,-51.658,-42.62
95.942,-46.922,-49.178
98.167,-42.069,-55.244
100.14,-37.109,-60.759
101.88,-32.058,-65.666
103.35,-26.926,-69.918
104.57,-21.727,-73.469
105.52,-16.474,-76.288
106.21,-11.179,-78.345
106.64,-5.8568,-79.619
106.8,-0.51977,-80.096
106.69,4.8185,-79.774
106.32,10.145,-78.655
105.68,15.446,-76.749
104.77,20.709,-74.077
103.6,25.919,-70.665
102.18,31.065,-66.546
100.5,36.133,-61.763
98.567,41.111,-56.363
96.396,45.985,-50.399
93.975,50.746,-43.932
91.323,55.379,-37.026
88.438,59.874,-29.75
