-132,-1.0076,-0.00038372
-132,4.0626,-0.00025978
-132,9.133,-0.00018548
-132,14.203,-0.00013295
-132,19.274,-8.2765e-05
-132,24.344,-4.4478e-05
-132,29.414,-5.7707e-06
-132,34.485,2.5315e-05
-132,39.555,-2.3768e-06
-132,44.626,-7.3275e-05
-132,49.696,-9.7119e-05
-132,54.766,0.00040026
-132,59.835,0.0027625
-132,64.898,0.0093742
-132,69.953,0.025676
-132,74.993,0.061067
-132,80.002,0.12577
-132,84.967,0.23725
-132,89.87,0.42138
-132,94.684,0.70116
-132,99.378,1.1042
-132,103.93,1.6673
-132,108.3,2.4257
-132,112.47,3.3994
-132,116.41,4.6205
-132,120.1,6.1195
-132,123.53,7.906
-132,126.67,9.9906
-132,129.52,12.389
-132,132.09,15.109
-132,134.36,18.139
-132,136.34,21.48
-132,138.05,25.131
-132,139.48,29.074
-132,140.66,33.289
-132,141.6,37.758
-132,142.34,42.459
-132,142.89,47.352
-132,143.29,52.409
-132,143.56,57.602
-132,143.75,62.895
-132,143.86,68.257
-132,143.91,73.663
-132,143.93,79.091
-132,143.9,84.512
-132,143.82,89.902
-132,143.68,95.239
-132,143.46,100.5
-132,143.14,105.64
-132,142.68,110.63
-132,142.06,115.45
-132,141.24,120.06
-132,140.21,124.43
-132,138.93,128.54
-132,137.39,132.37
-132,135.58,135.89
-132,133.48,139.11
-132,131.09,142.02
-132,128.41,144.61
-132,125.44,146.88
-132,122.18,148.84
-132,118.65,150.52
-132,114.86,151.9
-132,110.83,153.02
-132,106.57,153.9
-132,102.12,154.58
-132,97.509,155.07
-132,92.763,155.42
-132,87.909,155.66
-132,82.982,155.81
-131.99,78.005,155.9
-131.97,72.999,155.96
-131.94,67.988,155.98
-131.88,62.998,155.99
-131.77,58.048,156
-131.6,53.161,156
-131.35,48.369,156
-130.98,43.701,156
-130.47,39.183,156
-129.8,34.845,156
-128.93,30.721,156
-127.85,26.831,156
-126.54,23.191,156
-124.97,19.824,156
-123.16,16.741,156
-121.07,13.944,156
-118.72,11.435,156
-116.1,9.2231,156
-113.22,7.2988,156
-110.08,5.6478,156
-106.7,4.2664,156
-103.09,3.1397,156
-99.27,2.2393,156
-95.258,1.5393,156
-91.089,1.0206,156
-86.786,0.64816,156
-82.373,0.38921,156
-77.881,0.22131,156
-73.335,0.12252,156
-68.754,0.081285,156
-64.16,0.077083,156
-59.575,0.10966,156
-55.02,0.19677,156
-50.515,0.34966,156
-46.083,0.58838,156
-41.756,0.93512,156
-37.558,1.4222,156
-33.511,2.0848,156
-29.65,2.9424,156
-25.997,4.0217,156
-22.567,5.3519,156
-19.378,6.9491,156
-16.447,8.8177,156
-13.778,10.973,156
-11.372,13.425,156
-9.2352,16.165,156
-7.3672,19.191,156
-5.7557,22.504,156
-4.3905,26.092,156
-3.2674,29.933,156
-2.3627,34.012,156
-1.6495,38.311,156
-1.111,42.794,156
-0.71974,47.433,156
-0.44368,52.202,156
-0.25736,57.072,156
-0.14142,62.011,155.99
-0.072221,66.994,155.98
-0.032896,72.003,155.96
-0.01341,77.011,155.91
-0.0048389,81.995,155.83
-0.0013392,86.933,155.7
-0.00020703,91.804,155.48
-3.4466e-05,96.573,155.15
-1.2375e-05,101.21,154.69
-2.7536e-05,105.7,154.05
-1.0128e-05,109.99,153.21
3.0675e-06,114.07,152.14
7.0023e-06,117.91,150.81
1.5746e-06,121.5,149.2
-1.3358e-06,124.81,147.3
-1.6349e-06,127.84,145.09
-2.1674e-07,130.58,142.56
4.6186e-07,133.03,139.72
3.4997e-07,135.18,136.56
1.1856e-08,137.05,133.1
-1.3953e-07,138.65,129.33
-6.7729e-08,139.97,125.27
8.9056e-09,141.05,120.95
3.767e-08,141.91,116.39
1.1541e-08,142.57,111.61
-5.3253e-09,143.06,106.65
-9.2609e-09,143.41,101.53
-1.6965e-09,143.65,96.294
2.0762e-09,143.8,90.97
2.0926e-09,143.89,85.587
2.0745e-10,143.92,80.169
-6.7765e-10,143.92,74.74
-4.3182e-10,143.88,69.327
8.1476e-12,143.78,63.955
1.958e-10,143.61,58.646
7.9848e-11,143.35,53.431
-1.8409e-11,142.98,48.346
-5.0837e-11,142.46,43.418
-1.2849e-11,141.76,38.676
8.7521e-12,140.86,34.159
1.2096e-11,139.73,29.893
1.8164e-12,138.35,25.894
-3.1464e-12,136.7,22.184
-2.6427e-12,134.78,18.781
-1.5879e-13,132.56,15.689
9.7672e-13,130.05,12.907
5.2421e-13,127.26,10.446
-4.4469e-14,124.17,8.3001
-2.7017e-13,120.8,6.4541
-9.2183e-14,117.16,4.8985
3.3456e-14,113.27,3.6248
6.773e-14,109.15,2.6034
1.3989e-14,104.81,1.803
-1.3846e-14,100.29,1.2044
-1.56e-14,95.627,0.77257
-1.8597e-15,90.834,0.47017
4.6682e-15,85.947,0.26903
3.2898e-15,80.993,0.14557
4.3555e-17,75.99,0.072807
-1.3841e-15,70.955,0.032242
-6.2502e-16,65.903,0.012807
1.0585e-16,60.841,0.0044162
3.6733e-16,55.773,0.0011151
1.0403e-16,50.704,0.00018262
-5.6245e-17,45.634,5.8494e-05
-8.8437e-17,40.563,2.4271e-05
-1.2981e-17,35.493,4.4329e-06
2.4747e-17,30.422,-8.5248e-06
2.3821e-17,25.352,-8.2056e-06
6.2055e-18,20.282,-2.1376e-06
-2.0475e-18,15.211,7.0532e-07
3.6695e-18,10.141,-1.2641e-06
7.2964e-18,5.0704,-2.5134e-06
-1.5407e-33,0,0
