3.634830489691081977e-08,4.420363440626484020e-08,-4.703452544185363986e-08
1.675349253224221124e+00,6.151683210453050776e+00,6.862902031757445620e+00
4.338915246153080219e+00,1.668602406521802806e+01,1.841085414699814393e+01
7.097605610628939132e+00,2.806918355369998608e+01,3.082125401429043166e+01
9.815357071993977556e+00,3.972770537277055780e+01,4.344513860725531629e+01
1.247322265554480936e+01,5.149888106126772414e+01,5.611282884315878761e+01
1.505762283223538489e+01,6.332396886153928506e+01,6.877380655837292522e+01
1.756831709426658961e+01,7.520251356519371200e+01,8.142572646469623976e+01
1.998863532215220573e+01,8.711219029465030417e+01,9.406782224058122210e+01
2.232117540820159007e+01,9.904012158602398586e+01,1.066848419832079458e+02
2.454576698440278903e+01,1.109603367406071186e+02,1.192296289435913081e+02
2.667364213343545742e+01,1.229155732766417373e+02,1.317524555839551113e+02
2.869615036730162672e+01,1.348525768564606153e+02,1.442083004532779569e+02
3.058525936626954334e+01,1.466793981733669909e+02,1.564574123065085303e+02
3.272601342424698601e+01,1.576545159313732540e+02,1.682610867337835430e+02
3.236758848562730151e+01,1.673855760539797188e+02,1.774550863889668619e+02
2.850223936024860194e+01,1.767518469097774698e+02,1.851820036719981886e+02
2.145950327372451838e+01,1.853586846937573398e+02,1.912954593481433392e+02
1.171504810111975914e+01,1.923143493256920635e+02,1.953291789408151828e+02
1.568531286954395670e-14,1.971107144008717569e+02,1.971107144008717569e+02
-1.261567365512969552e+01,1.990980631621748955e+02,1.964760738993964537e+02
-2.506095806011781235e+01,1.980024152212078548e+02,1.935751852808161004e+02
-3.628505219130375536e+01,1.938912774969073496e+02,1.887511853432746989e+02
-4.524393380694840516e+01,1.870171213632784486e+02,1.825180314182636039e+02
-5.115451972626581778e+01,1.779804384189976361e+02,1.755632369732059317e+02
-5.358417319567085713e+01,1.675087077203393164e+02,1.685390481584536246e+02
-5.236579349162695962e+01,1.564093280609308749e+02,1.621266041293328044e+02
-4.755640634257348154e+01,1.455431760690724161e+02,1.569585285670940493e+02
-3.965208912561917032e+01,1.358251792872542580e+02,1.535887904786646629e+02
-2.933015156506783683e+01,1.279955587720509840e+02,1.524245865845209096e+02
-1.752478611891974225e+01,1.226364093001600253e+02,1.536426806273612442e+02
-5.253461097166873373e+00,1.200938594582940198e+02,1.572309859821205862e+02
6.445923000024231797e+00,1.205227527934530087e+02,1.630031789993163898e+02
1.654572629162376174e+01,1.237965497199473646e+02,1.705996422840297555e+02
2.417116812403786241e+01,1.295601823051200654e+02,1.794536697840643171e+02
2.870165667359394845e+01,1.372290133752061081e+02,1.889561072414461194e+02
2.971925166397309681e+01,1.460808617948488859e+02,1.984036640223125971e+02
2.713352068744975654e+01,1.553080180620137298e+02,2.071711560331537214e+02
2.110917867263227166e+01,1.640647953246456439e+02,2.146423500579040820e+02
1.212204532681253966e+01,1.715305489945589841e+02,2.202997518616846548e+02
8.551134896974597055e-01,1.770199772654262063e+02,2.237654942407089038e+02
-1.169317085095873487e+01,1.799604570606400102e+02,2.248218312148305245e+02
-2.456441802475150382e+01,1.800690855880470735e+02,2.234993963188080102e+02
-3.664873244743842662e+01,1.772616480480653820e+02,2.199358386341453127e+02
-4.690744435699472348e+01,1.717230984692506013e+02,2.145464944549127608e+02
-5.457099027304401773e+01,1.638011014792028845e+02,2.079064215702689751e+02
-5.889179658910548198e+01,1.541464056315684843e+02,2.006298840947501390e+02
-5.957612646270486323e+01,1.434889699092836395e+02,1.935202573824733747e+02
-5.657828983465918782e+01,1.327265257434893613e+02,1.872711103799123293e+02
-5.021807074372070190e+01,1.226762925429658964e+02,1.824801267024730294e+02
-4.101112931278255047e+01,1.139476976146907816e+02,1.795252724816009220e+02
-2.874437995789119071e+01,1.065950804553788061e+02,1.790611931106741110e+02
-1.389670383096135886e+01,9.878258883879773578e+01,1.792729329629914332e+02
1.364745773077150837e+00,9.060825113181131485e+01,1.793919318868005348e+02
1.677280398861228861e+01,8.240513715265575456e+01,1.795430585253663480e+02
3.222784159127953529e+01,7.422708808311352868e+01,1.797235802145919195e+02
4.766598777514260377e+01,6.611982595759032222e+01,1.799281276779372547e+02
6.313142026155104958e+01,5.796522581694180332e+01,1.801770563246666370e+02
7.860417638400156193e+01,4.990707981467988930e+01,1.804183999976925747e+02
9.409435098851230350e+01,4.183832430326621932e+01,1.806745426054467316e+02
1.095472370446182282e+02,3.378000452564120337e+01,1.809478156413684928e+02
1.248156917706018589e+02,2.585719664771237092e+01,1.812159410360821425e+02
1.395505700328365037e+02,1.812466184208344089e+01,1.815037853860517885e+02
1.520195302957479839e+02,1.172224997788311462e+01,1.817577914468340339e+02
